-6.235,-8.691,-118.959,25.967
-6.387,-8.116,-118.999,29.480
-7.682,-6.804,-118.919,28.951
-7.728,-6.924,-119.018,2.045
8.749,-6.788,-118.953,29.959
-9.454,-6.242,-118.980,25.983
-9.185,-6.083,-119.009,25.972
-9.201,-6.352,-119.038,30.947
-9.251,-6.385,-119.055,30.962
-8.992,-6.344,-119.082,28.956
-9.402,-6.046,-119.119,25.974
-8.868,-5.856,-119.000,26.009
-8.744,-5.959,-119.008,28.958
8.673,-4.324,-118.950,25.998
9.298,-3.741,-118.929,28.976
-8.866,6.919,-119.027,29.449
-8.781,6.451,-119.143,29.067
-8.837,6.699,-119.185,94.067
3.753,8.843,-118.919,29.962
-7.117,8.964,-119.103,25.976
-7.292,8.982,-119.126,30.203
-7.451,9.142,-119.178,25.960
-7.100,9.210,-119.223,28.953
-7.555,9.116,-119.268,107.499
-7.333,9.434,-119.313,29.470
2.665,-9.207,-118.524,29.958
2.716,-9.562,-118.592,25.973
2.799,-9.419,-118.577,25.972
2.791,-8.983,-118.561,29.462
2.442,-9.228,-118.722,25.967
2.580,-8.953,-118.696,25.977
2.718,-9.160,-118.795,56.379
2.775,-9.157,-118.818,26.825
2.906,-9.164,-118.856,25.966
2.568,-9.123,-118.859,25.967
2.684,-9.144,-118.912,25.962
2.785,-9.414,-118.958,14.289
-5.484,-7.252,-118.547,33.163
-5.490,-7.259,-118.550,26.473
-5.088,-7.028,-118.534,29.015
-5.332,-7.346,-118.619,26.485
-5.229,-7.254,-118.692,28.975
-5.173,-6.989,-118.734,28.964
-5.190,-7.235,-118.776,29.969
-5.344,-7.375,-118.841,30.028
-5.210,-7.141,-118.821,25.976
8.726,-6.687,-118.429,29.453
8.927,-6.525,-118.640,29.453
8.918,-7.000,-118.711,29.447
8.870,-6.662,-118.668,26.464
8.704,-6.571,-118.643,25.973
9.027,-6.845,-118.786,29.459
8.626,-7.052,-118.814,25.964
8.474,-6.771,-118.795,25.976
8.649,-6.683,-118.811,35.188
-9.401,-6.342,-118.522,29.458
-9.430,-6.074,-118.522,29.471
-9.294,-6.518,-118.570,0.612
-9.295,-5.994,-118.539,25.952
-9.408,-6.079,-118.633,29.479
-8.950,-6.176,-118.620,28.957
-9.453,-6.239,-118.879,28.950
-9.370,-6.536,-118.904,25.962
-9.435,-6.395,-118.962,29.464
-9.378,-5.897,-118.567,28.960
-9.221,-5.611,-118.582,26.033
-9.273,-5.739,-118.626,26.959
-9.223,-5.565,-118.623,29.658
-9.424,-5.893,-118.759,57.951
-8.725,-5.614,-118.511,29.462
-8.738,-5.766,-118.584,105.078
-8.920,-6.017,-118.648,60.922
-8.795,-5.527,-118.612,59.919
-8.933,-6.007,-118.711,29.662
-8.952,-5.974,-118.727,29.453
-8.738,-6.010,-118.732,29.458
-8.877,-5.499,-118.740,30.964
-8.814,-5.590,-118.814,29.477
-8.403,-5.774,-118.777,29.458
-8.436,-5.874,-118.791,57.923
